id1,id2,weight
313217,321588,1
321588,441840,1
434621,441840,1
317009,441840,1
4125650,441840,1
4098292,4125650,1
4098292,434621,1
443392,441840,1
201820,441840,1
433736,441840,1
316866,441840,1
4030518,441840,1
255573,441840,1
4182210,441840,1
